,userId,movieId,rating,timestamp,rank_latest
0,1,1,4.0,964982703,86.0
1,1,3,4.0,964981247,195.0
2,1,6,4.0,964982224,141.0
3,1,47,5.0,964983815,18.0
4,1,50,5.0,964982931,66.0
5,1,70,3.0,964982400,116.0
6,1,101,5.0,964980868,220.0
7,1,110,4.0,964982176,144.0
8,1,151,5.0,964984041,11.0
9,1,157,5.0,964984100,6.0
10,1,163,5.0,964983650,26.0
11,1,216,5.0,964981208,198.0
12,1,223,3.0,964980985,213.0
13,1,231,5.0,964981179,201.0
14,1,235,4.0,964980908,218.0
15,1,260,5.0,964981680,182.0
16,1,296,3.0,964982967,62.0
17,1,316,3.0,964982310,127.0
18,1,333,5.0,964981179,202.0
19,1,349,4.0,964982563,104.0
20,1,356,4.0,964980962,216.0
21,1,362,5.0,964982588,100.0
22,1,367,4.0,964981710,175.0
23,1,423,3.0,964982363,121.0
24,1,441,4.0,964980868,221.0
25,1,457,5.0,964981909,148.0
26,1,480,4.0,964982346,123.0
27,1,500,3.0,964981208,199.0
28,1,527,5.0,964984002,14.0
29,1,543,4.0,964981179,203.0
30,1,552,4.0,964982653,91.0
31,1,553,5.0,964984153,4.0
32,1,590,4.0,964982546,107.0
33,1,592,4.0,964982271,134.0
34,1,593,4.0,964983793,19.0
35,1,596,5.0,964982838,74.0
36,1,608,5.0,964982931,67.0
37,1,648,3.0,964982563,105.0
38,1,661,5.0,964982838,75.0
39,1,673,3.0,964981775,167.0
40,1,733,4.0,964982400,117.0
41,1,736,3.0,964982653,92.0
42,1,780,3.0,964984086,7.0
43,1,804,4.0,964980499,229.0
44,1,919,5.0,964982475,113.0
45,1,923,5.0,964981529,188.0
46,1,940,5.0,964982176,145.0
47,1,943,4.0,964983614,28.0
48,1,954,5.0,964983219,50.0
49,1,1009,3.0,964981775,168.0
50,1,1023,5.0,964982681,90.0
51,1,1024,5.0,964982876,71.0
52,1,1025,5.0,964982791,80.0
53,1,1029,5.0,964982855,73.0
54,1,1030,3.0,964982903,68.0
55,1,1031,5.0,964982653,93.0
56,1,1032,5.0,964982791,81.0
57,1,1042,4.0,964981179,204.0
58,1,1049,5.0,964982400,118.0
59,1,1060,4.0,964980924,217.0
60,1,1073,5.0,964981680,183.0
61,1,1080,5.0,964981327,191.0
62,1,1089,5.0,964982951,63.0
63,1,1090,4.0,964984018,12.0
64,1,1092,5.0,964983484,35.0
65,1,1097,5.0,964981680,184.0
66,1,1127,4.0,964982513,109.0
67,1,1136,5.0,964981327,192.0
68,1,1196,5.0,964981827,162.0
69,1,1197,5.0,964981872,156.0
70,1,1198,5.0,964981827,163.0
71,1,1206,5.0,964983737,21.0
72,1,1208,4.0,964983250,49.0
73,1,1210,5.0,964980499,230.0
74,1,1213,5.0,964982951,64.0
75,1,1214,4.0,964981855,159.0
76,1,1219,2.0,964983393,43.0
77,1,1220,5.0,964981909,149.0
78,1,1222,5.0,964981909,150.0
79,1,1224,5.0,964984018,13.0
80,1,1226,5.0,964983618,27.0
81,1,1240,5.0,964983723,23.0
82,1,1256,5.0,964981442,190.0
83,1,1258,3.0,964983414,38.0
84,1,1265,4.0,964983599,29.0
85,1,1270,5.0,964983705,24.0
86,1,1275,5.0,964982290,131.0
87,1,1278,5.0,964983414,39.0
88,1,1282,5.0,964982703,87.0
89,1,1291,5.0,964981909,151.0
90,1,1298,5.0,964984086,8.0
91,1,1348,4.0,964983393,44.0
92,1,1377,3.0,964982653,94.0
93,1,1396,3.0,964983017,59.0
94,1,1408,3.0,964982310,128.0
95,1,1445,3.0,964984112,5.0
97,1,1500,4.0,964980985,214.0
98,1,1517,5.0,964981107,209.0
99,1,1552,4.0,964982620,96.0
100,1,1573,5.0,964982290,132.0
101,1,1580,3.0,964981125,207.0
102,1,1587,5.0,964982346,124.0
103,1,1617,5.0,964982951,65.0
104,1,1620,4.0,964983056,55.0
105,1,1625,5.0,964983504,33.0
106,1,1644,3.0,964983536,31.0
107,1,1676,3.0,964982620,97.0
108,1,1732,5.0,964981125,208.0
109,1,1777,4.0,964981230,196.0
111,1,1804,5.0,964983034,57.0
112,1,1805,4.0,964983056,56.0
113,1,1920,4.0,964981780,166.0
114,1,1927,5.0,964981497,189.0
115,1,1954,5.0,964982176,146.0
116,1,1967,4.0,964981710,176.0
117,1,2000,4.0,964982211,142.0
118,1,2005,5.0,964981710,177.0
119,1,2012,4.0,964984176,2.0
120,1,2018,5.0,964980523,226.0
121,1,2028,4.0,964981888,153.0
122,1,2033,5.0,964982903,69.0
123,1,2046,4.0,964982563,106.0
124,1,2048,5.0,964982791,82.0
125,1,2054,4.0,964981747,171.0
126,1,2058,5.0,964982400,119.0
127,1,2078,5.0,964982838,76.0
128,1,2090,5.0,964982838,77.0
129,1,2093,3.0,964981710,178.0
130,1,2094,5.0,964982653,95.0
131,1,2096,4.0,964982838,78.0
132,1,2099,4.0,964982588,101.0
133,1,2105,4.0,964981725,172.0
134,1,2115,5.0,964982529,108.0
135,1,2116,5.0,964982876,72.0
136,1,2137,5.0,964982791,83.0
137,1,2139,5.0,964982791,84.0
138,1,2141,5.0,964982838,79.0
139,1,2143,4.0,964981725,173.0
140,1,2161,5.0,964981710,179.0
141,1,2174,4.0,964981680,185.0
142,1,2193,4.0,964981710,180.0
143,1,2253,2.0,964981775,169.0
144,1,2268,4.0,964982989,61.0
145,1,2273,4.0,964982310,129.0
146,1,2291,5.0,964983664,25.0
147,1,2329,5.0,964983263,48.0
148,1,2338,2.0,964983546,30.0
149,1,2353,5.0,964983861,17.0
150,1,2366,4.0,964982462,114.0
151,1,2387,5.0,964983123,51.0
152,1,2389,2.0,964983094,53.0
153,1,2395,5.0,964981093,211.0
154,1,2406,4.0,964982310,130.0
155,1,2414,3.0,964982513,110.0
156,1,2427,5.0,964982242,138.0
157,1,2450,4.0,964982620,98.0
158,1,2459,5.0,964983414,40.0
159,1,2470,5.0,964982588,102.0
160,1,2478,4.0,964984169,3.0
161,1,2492,4.0,965719662,1.0
162,1,2502,5.0,964981278,193.0
163,1,2528,3.0,964982328,125.0
164,1,2529,5.0,964982242,139.0
165,1,2542,5.0,964981265,194.0
166,1,2571,5.0,964981888,154.0
167,1,2580,5.0,964983000,60.0
168,1,2596,5.0,964981144,205.0
169,1,2616,4.0,964983080,54.0
170,1,2617,2.0,964982588,103.0
171,1,2628,4.0,964980523,227.0
172,1,2640,4.0,964982377,120.0
173,1,2641,5.0,964982620,99.0
174,1,2644,4.0,964983393,45.0
175,1,2648,4.0,964983414,41.0
176,1,2654,5.0,964983393,46.0
177,1,2657,3.0,964983426,37.0
178,1,2692,5.0,964981855,160.0
179,1,2700,5.0,964980985,215.0
180,1,2716,5.0,964983414,42.0
181,1,2761,5.0,964982703,88.0
182,1,2797,4.0,964981710,181.0
183,1,2826,4.0,964980523,228.0
184,1,2858,5.0,964980868,222.0
185,1,2872,5.0,964981680,186.0
186,1,2899,5.0,964982703,89.0
187,1,2916,4.0,964982290,133.0
188,1,2944,5.0,964981872,157.0
189,1,2947,5.0,964982176,147.0
190,1,2948,5.0,964982191,143.0
191,1,2949,5.0,964981888,155.0
192,1,2959,5.0,964983282,47.0
193,1,2985,4.0,964983034,58.0
194,1,2987,5.0,964982495,111.0
195,1,2991,5.0,964982271,135.0
196,1,2993,5.0,964982242,140.0
197,1,2997,4.0,964980896,219.0
198,1,3033,5.0,964983762,20.0
199,1,3034,5.0,964982791,85.0
200,1,3052,5.0,964981208,200.0
201,1,3053,5.0,964984086,9.0
202,1,3062,4.0,964981872,158.0
203,1,3147,5.0,964983873,16.0
204,1,3168,4.0,964982495,112.0
205,1,3176,1.0,964983504,34.0
206,1,3243,3.0,964981093,212.0
207,1,3247,3.0,964983108,52.0
208,1,3253,5.0,964981107,210.0
209,1,3273,5.0,964983536,32.0
210,1,3386,5.0,964983484,36.0
211,1,3439,4.0,964981799,164.0
212,1,3440,4.0,964981799,165.0
213,1,3441,5.0,964982328,126.0
214,1,3448,5.0,964984054,10.0
215,1,3450,5.0,964981144,206.0
216,1,3479,4.0,964981725,174.0
217,1,3489,4.0,964981775,170.0
218,1,3527,4.0,964982271,136.0
219,1,3578,5.0,964980668,225.0
220,1,3617,4.0,964980683,224.0
221,1,3639,4.0,964982271,137.0
222,1,3671,5.0,964981589,187.0
223,1,3702,5.0,964983737,22.0
224,1,3703,5.0,964981909,152.0
225,1,3729,5.0,964982363,122.0
226,1,3740,4.0,964982417,115.0
227,1,3744,4.0,964980694,223.0
228,1,3793,5.0,964981855,161.0
229,1,3809,4.0,964981220,197.0
230,1,4006,4.0,964982903,70.0
231,1,5060,5.0,964984002,15.0
232,2,318,3.0,1445714835,28.0
233,2,333,4.0,1445715029,12.0
234,2,1704,4.5,1445715228,4.0
235,2,3578,4.0,1445714885,23.0
236,2,6874,4.0,1445714952,18.0
237,2,8798,3.5,1445714960,17.0
238,2,46970,4.0,1445715013,13.0
239,2,48516,4.0,1445715064,11.0
240,2,58559,4.5,1445715141,10.0
241,2,60756,5.0,1445714980,14.0
242,2,68157,4.5,1445715154,8.0
243,2,71535,3.0,1445714974,15.0
244,2,74458,4.0,1445714926,21.0
245,2,77455,3.0,1445714941,19.0
246,2,79132,4.0,1445714841,27.0
247,2,80489,4.5,1445715340,1.0
248,2,80906,5.0,1445715172,6.0
249,2,86345,4.0,1445715166,7.0
250,2,89774,5.0,1445715189,5.0
251,2,91529,3.5,1445714891,22.0
252,2,91658,2.5,1445714938,20.0
253,2,99114,3.5,1445714874,25.0
254,2,106782,5.0,1445714966,16.0
255,2,109487,3.0,1445715145,9.0
256,2,112552,4.0,1445714882,24.0
257,2,114060,2.0,1445715276,2.0
258,2,115713,3.5,1445714854,26.0
259,2,122882,5.0,1445715272,3.0
261,3,31,0.5,1306463578,26.0
262,3,527,0.5,1306464275,3.0
263,3,647,0.5,1306463619,22.0
264,3,688,0.5,1306464228,6.0
265,3,720,0.5,1306463595,25.0
266,3,849,5.0,1306463611,23.0
267,3,914,0.5,1306463567,29.0
268,3,1093,0.5,1306463627,20.0
269,3,1124,0.5,1306464216,7.0
270,3,1263,0.5,1306463569,28.0
271,3,1272,0.5,1306463624,21.0
272,3,1275,3.5,1306463323,32.0
273,3,1302,0.5,1306464189,9.0
274,3,1371,3.0,1306463561,30.0
275,3,1587,4.5,1306464003,13.0
276,3,2018,0.5,1306464175,10.0
277,3,2080,0.5,1306463572,27.0
278,3,2090,0.5,1306464261,4.0
279,3,2105,2.0,1306463559,31.0
280,3,2288,4.0,1306463631,19.0
281,3,2424,0.5,1306464293,1.0
282,3,2851,5.0,1306463925,14.0
283,3,3024,4.5,1306464054,12.0
284,3,3210,0.5,1306463638,18.0
285,3,3703,5.0,1306463603,24.0
286,3,3949,0.5,1306464245,5.0
287,3,4518,5.0,1306463770,16.0
288,3,5048,0.5,1306464284,2.0
293,3,6238,0.5,1306464204,8.0
296,3,7991,5.0,1306463684,17.0
298,3,70946,5.0,1306463815,15.0
299,3,72378,0.5,1306464164,11.0
300,4,21,3.0,986935199,19.0
301,4,32,2.0,945173447,147.0
302,4,45,3.0,986935047,21.0
303,4,47,2.0,945173425,148.0
304,4,52,3.0,964622786,71.0
305,4,58,3.0,964538444,123.0
307,4,125,5.0,964622758,73.0
308,4,126,1.0,986848920,52.0
309,4,162,5.0,945078571,200.0
310,4,171,3.0,945078428,207.0
311,4,176,5.0,964622565,86.0
312,4,190,2.0,945079259,175.0
313,4,215,5.0,945079078,185.0
314,4,222,1.0,945629040,130.0
315,4,232,5.0,964622684,78.0
316,4,235,2.0,945173513,145.0
317,4,247,3.0,986848894,54.0
318,4,260,5.0,945079259,176.0
319,4,265,5.0,964538468,122.0
320,4,296,1.0,945173350,150.0
321,4,319,5.0,945079182,180.0
322,4,342,5.0,964538500,119.0
323,4,345,4.0,945629063,129.0
324,4,348,4.0,964622786,72.0
325,4,351,3.0,986934901,25.0
326,4,357,3.0,964623306,67.0
327,4,368,4.0,945078690,195.0
328,4,417,2.0,945078467,203.0
329,4,441,1.0,986934915,24.0
330,4,450,2.0,986848828,57.0
331,4,457,5.0,945079259,177.0
332,4,475,5.0,945174290,132.0
333,4,492,5.0,945079872,156.0
334,4,509,1.0,945079106,183.0
335,4,538,5.0,945078636,198.0
336,4,539,1.0,964538832,112.0
337,4,553,2.0,945079301,174.0
338,4,588,4.0,945079670,165.0
339,4,593,5.0,964539986,92.0
340,4,595,3.0,986848609,62.0
341,4,599,2.0,945078587,199.0
342,4,608,5.0,964540008,90.0
343,4,648,3.0,945079906,153.0
344,4,708,4.0,986935230,18.0
346,4,800,4.0,945079106,184.0
347,4,892,4.0,964622714,76.0
348,4,898,5.0,964623347,66.0
349,4,899,4.0,945079653,167.0
350,4,902,4.0,945078446,206.0
351,4,904,4.0,945079837,158.0
352,4,908,5.0,945173902,138.0
353,4,910,5.0,945173989,137.0
354,4,912,5.0,945173902,139.0
355,4,914,5.0,945079670,166.0
356,4,919,5.0,945079521,171.0
357,4,920,5.0,945173602,143.0
358,4,930,5.0,964538571,118.0
360,4,1025,4.0,945079232,179.0
361,4,1046,5.0,945173654,142.0
362,4,1057,3.0,964540578,88.0
363,4,1060,2.0,986934819,31.0
364,4,1073,4.0,945079483,173.0
365,4,1077,5.0,945173692,141.0
366,4,1079,2.0,945078946,190.0
367,4,1080,5.0,986934696,36.0
368,4,1084,5.0,945079259,178.0
369,4,1086,5.0,964539723,98.0
370,4,1094,3.0,964538500,120.0
371,4,1103,5.0,964539723,99.0
372,4,1136,5.0,986934625,37.0
373,4,1179,4.0,964539180,106.0
374,4,1183,1.0,964778513,64.0
375,4,1188,5.0,964538500,121.0
376,4,1196,5.0,964538763,113.0
